1,2,1
1,3,1
1,4,1
1,5,1
1,10,1
1,11,1
1,13,1
2,1,1
2,3,1
2,4,1
2,7,1
2,9,1
3,1,1
3,2,1
3,4,1
3,5,1
3,8,1
3,10,1
4,1,1
4,2,1
4,3,1
4,7,1
4,12,1
4,15,1
5,1,1
5,3,1
5,6,1
5,7,1
5,8,1
5,10,1
5,12,1
6,5,1
6,7,1
6,8,1
6,13,1
6,15,1
7,2,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
7,10,1
7,11,1
7,13,1
7,14,1
7,16,1
8,3,1
8,5,1
8,6,1
8,7,1
9,2,1
9,7,1
9,10,1
9,11,1
9,12,1
9,14,1
10,1,1
10,3,1
10,5,1
10,7,1
10,9,1
10,11,1
10,12,1
11,1,1
11,7,1
11,9,1
11,10,1
11,12,1
12,4,1
12,5,1
12,9,1
12,10,1
12,11,1
13,1,1
13,6,1
13,7,1
13,14,1
13,15,1
13,16,1
14,7,1
14,9,1
14,13,1
14,15,1
14,16,1
15,4,1
15,6,1
15,13,1
15,14,1
15,16,1
16,7,1
16,13,1
16,14,1
16,15,1
