1,2,1
1,3,1
1,4,1
1,6,1
1,7,1
1,9,1
1,10,1
1,11,1
1,13,1
1,19,1
1,21,1
1,22,1
1,40,1
2,1,1
2,5,1
2,7,1
2,9,1
2,10,1
2,11,1
2,12,1
2,20,1
2,21,1
2,23,1
2,31,1
2,46,1
3,1,1
3,4,1
3,6,1
3,7,1
3,11,1
3,20,1
3,21,1
3,23,1
3,24,1
3,57,1
3,81,1
4,1,1
4,3,1
4,6,1
4,7,1
4,8,1
4,9,1
4,12,1
4,20,1
4,22,1
4,39,1
4,47,1
4,51,1
4,75,1
5,2,1
5,6,1
5,10,1
5,12,1
5,13,1
5,16,1
5,20,1
5,22,1
5,23,1
5,29,1
5,47,1
6,1,1
6,3,1
6,4,1
6,5,1
6,8,1
6,9,1
6,12,1
6,14,1
6,16,1
7,1,1
7,2,1
7,3,1
7,4,1
7,9,1
7,10,1
7,11,1
7,13,1
7,15,1
7,16,1
7,17,1
7,24,1
7,53,1
7,70,1
8,4,1
8,6,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,14,1
8,15,1
8,16,1
8,17,1
8,18,1
8,19,1
8,20,1
8,21,1
8,24,1
8,59,1
8,74,1
8,79,1
8,81,1
9,1,1
9,2,1
9,4,1
9,6,1
9,7,1
9,8,1
9,12,1
9,13,1
9,16,1
9,18,1
9,19,1
9,22,1
9,24,1
9,25,1
9,46,1
9,66,1
9,76,1
9,78,1
9,94,1
10,1,1
10,2,1
10,5,1
10,7,1
10,8,1
10,15,1
10,16,1
10,21,1
10,22,1
10,23,1
10,24,1
10,55,1
10,69,1
11,1,1
11,2,1
11,3,1
11,7,1
11,8,1
11,12,1
11,14,1
11,15,1
11,18,1
11,20,1
11,22,1
11,23,1
11,41,1
11,51,1
11,53,1
11,90,1
12,2,1
12,4,1
12,5,1
12,6,1
12,8,1
12,9,1
12,11,1
12,13,1
12,14,1
12,15,1
12,16,1
12,19,1
12,23,1
12,24,1
12,32,1
12,43,1
12,46,1
12,47,1
12,49,1
12,65,1
12,70,1
12,79,1
12,86,1
12,92,1
13,1,1
13,5,1
13,7,1
13,8,1
13,9,1
13,12,1
13,17,1
13,22,1
13,24,1
13,32,1
13,68,1
13,69,1
13,79,1
13,83,1
14,6,1
14,8,1
14,11,1
14,12,1
14,15,1
14,16,1
14,17,1
14,18,1
14,20,1
14,21,1
14,31,1
14,48,1
15,7,1
15,8,1
15,10,1
15,11,1
15,12,1
15,14,1
15,19,1
15,20,1
15,21,1
15,22,1
15,33,1
15,39,1
15,59,1
15,70,1
16,5,1
16,6,1
16,7,1
16,8,1
16,9,1
16,10,1
16,12,1
16,14,1
16,19,1
16,21,1
16,22,1
16,24,1
16,29,1
16,30,1
16,32,1
16,39,1
17,7,1
17,8,1
17,13,1
17,14,1
17,20,1
17,21,1
17,23,1
17,74,1
17,84,1
18,8,1
18,9,1
18,11,1
18,14,1
18,19,1
18,20,1
18,22,1
18,23,1
18,27,1
18,37,1
18,71,1
18,91,1
19,1,1
19,8,1
19,9,1
19,12,1
19,15,1
19,16,1
19,18,1
19,21,1
19,55,1
19,82,1
20,2,1
20,3,1
20,4,1
20,5,1
20,8,1
20,11,1
20,14,1
20,15,1
20,17,1
20,18,1
20,21,1
20,27,1
20,49,1
20,54,1
20,76,1
20,84,1
21,1,1
21,2,1
21,3,1
21,8,1
21,10,1
21,14,1
21,15,1
21,16,1
21,17,1
21,19,1
21,20,1
21,41,1
21,78,1
21,84,1
22,1,1
22,4,1
22,5,1
22,9,1
22,10,1
22,11,1
22,13,1
22,15,1
22,16,1
22,18,1
22,23,1
22,57,1
22,90,1
23,2,1
23,3,1
23,5,1
23,10,1
23,11,1
23,12,1
23,17,1
23,18,1
23,22,1
23,27,1
23,73,1
23,86,1
24,3,1
24,7,1
24,8,1
24,9,1
24,10,1
24,12,1
24,13,1
24,16,1
24,66,1
24,67,1
24,74,1
24,80,1
25,9,1
25,27,1
25,31,1
25,32,1
25,34,1
25,35,1
25,36,1
25,37,1
25,40,1
25,43,1
25,46,1
25,48,1
25,70,1
26,28,1
26,31,1
26,34,1
26,36,1
26,38,1
26,39,1
26,42,1
26,45,1
26,59,1
26,75,1
27,18,1
27,20,1
27,23,1
27,25,1
27,29,1
27,30,1
27,35,1
27,37,1
27,41,1
27,46,1
27,47,1
27,48,1
27,62,1
27,71,1
27,74,1
27,86,1
27,89,1
27,90,1
28,26,1
28,29,1
28,30,1
28,38,1
28,39,1
28,40,1
28,41,1
28,42,1
28,55,1
29,5,1
29,16,1
29,27,1
29,28,1
29,32,1
29,34,1
29,35,1
29,36,1
29,38,1
29,41,1
29,42,1
29,43,1
29,44,1
29,45,1
29,47,1
29,55,1
29,57,1
29,86,1
30,16,1
30,27,1
30,28,1
30,31,1
30,32,1
30,37,1
30,40,1
30,42,1
30,47,1
30,48,1
30,54,1
30,74,1
30,86,1
30,96,1
31,2,1
31,14,1
31,25,1
31,26,1
31,30,1
31,32,1
31,33,1
31,36,1
31,38,1
31,40,1
31,41,1
31,44,1
31,46,1
31,70,1
31,86,1
32,12,1
32,13,1
32,16,1
32,25,1
32,29,1
32,30,1
32,31,1
32,33,1
32,34,1
32,35,1
32,37,1
32,38,1
32,40,1
32,41,1
32,44,1
32,45,1
32,47,1
32,52,1
33,15,1
33,31,1
33,32,1
33,41,1
33,43,1
33,47,1
33,48,1
33,58,1
33,66,1
33,87,1
33,92,1
33,93,1
34,25,1
34,26,1
34,29,1
34,32,1
34,37,1
34,43,1
34,44,1
34,46,1
34,47,1
34,48,1
34,49,1
34,53,1
34,55,1
34,76,1
34,85,1
34,87,1
35,25,1
35,27,1
35,29,1
35,32,1
35,37,1
35,40,1
35,54,1
35,78,1
36,25,1
36,26,1
36,29,1
36,31,1
36,38,1
36,40,1
36,41,1
36,44,1
36,46,1
36,47,1
36,48,1
36,63,1
36,64,1
36,69,1
36,71,1
36,74,1
36,87,1
37,18,1
37,25,1
37,27,1
37,30,1
37,32,1
37,34,1
37,35,1
37,38,1
37,43,1
37,45,1
37,47,1
37,48,1
37,68,1
37,71,1
37,89,1
38,26,1
38,28,1
38,29,1
38,31,1
38,32,1
38,36,1
38,37,1
38,39,1
38,47,1
38,48,1
38,60,1
38,69,1
38,91,1
38,92,1
38,96,1
39,4,1
39,15,1
39,16,1
39,26,1
39,28,1
39,38,1
39,43,1
39,44,1
39,45,1
39,46,1
39,47,1
39,48,1
39,49,1
39,73,1
40,1,1
40,25,1
40,28,1
40,30,1
40,31,1
40,32,1
40,35,1
40,36,1
40,41,1
40,42,1
40,43,1
40,75,1
40,77,1
41,11,1
41,21,1
41,27,1
41,28,1
41,29,1
41,31,1
41,32,1
41,33,1
41,36,1
41,40,1
41,42,1
41,43,1
41,45,1
41,47,1
41,67,1
41,68,1
42,26,1
42,28,1
42,29,1
42,30,1
42,40,1
42,41,1
42,43,1
42,45,1
42,47,1
42,48,1
42,72,1
43,12,1
43,25,1
43,29,1
43,33,1
43,34,1
43,37,1
43,39,1
43,40,1
43,41,1
43,42,1
43,46,1
43,47,1
43,89,1
43,95,1
44,29,1
44,31,1
44,32,1
44,34,1
44,36,1
44,39,1
44,45,1
44,59,1
44,73,1
44,87,1
44,95,1
45,26,1
45,29,1
45,32,1
45,37,1
45,39,1
45,41,1
45,42,1
45,44,1
45,47,1
45,48,1
45,57,1
45,62,1
45,67,1
45,80,1
45,92,1
45,96,1
46,2,1
46,9,1
46,12,1
46,25,1
46,27,1
46,31,1
46,34,1
46,36,1
46,39,1
46,43,1
46,47,1
46,58,1
46,72,1
46,95,1
47,4,1
47,5,1
47,12,1
47,27,1
47,29,1
47,30,1
47,32,1
47,33,1
47,34,1
47,36,1
47,37,1
47,38,1
47,39,1
47,41,1
47,42,1
47,43,1
47,45,1
47,46,1
47,48,1
47,74,1
48,14,1
48,25,1
48,27,1
48,30,1
48,33,1
48,34,1
48,36,1
48,37,1
48,38,1
48,39,1
48,42,1
48,45,1
48,47,1
48,51,1
48,78,1
49,12,1
49,20,1
49,34,1
49,39,1
49,51,1
49,54,1
49,55,1
49,56,1
49,57,1
49,63,1
49,68,1
49,69,1
49,70,1
49,73,1
49,78,1
50,53,1
50,56,1
50,58,1
50,59,1
50,60,1
50,62,1
50,63,1
50,64,1
50,66,1
50,67,1
50,72,1
50,75,1
50,92,1
51,4,1
51,11,1
51,48,1
51,49,1
51,52,1
51,54,1
51,59,1
51,61,1
51,62,1
51,63,1
51,64,1
51,65,1
51,66,1
51,68,1
51,69,1
51,72,1
52,32,1
52,51,1
52,53,1
52,55,1
52,60,1
52,61,1
52,63,1
52,64,1
52,65,1
52,66,1
52,67,1
52,68,1
52,96,1
53,7,1
53,11,1
53,34,1
53,50,1
53,52,1
53,55,1
53,56,1
53,58,1
53,60,1
53,61,1
53,63,1
53,64,1
53,65,1
53,66,1
53,70,1
53,71,1
54,20,1
54,30,1
54,35,1
54,49,1
54,51,1
54,55,1
54,56,1
54,60,1
54,61,1
54,65,1
54,67,1
54,68,1
54,69,1
54,70,1
54,72,1
55,10,1
55,19,1
55,28,1
55,29,1
55,34,1
55,49,1
55,52,1
55,53,1
55,54,1
55,56,1
55,60,1
55,64,1
55,66,1
55,69,1
55,72,1
55,75,1
55,84,1
55,90,1
56,49,1
56,50,1
56,53,1
56,54,1
56,55,1
56,58,1
56,62,1
56,64,1
56,65,1
56,68,1
56,69,1
56,70,1
56,71,1
56,72,1
56,75,1
56,93,1
57,3,1
57,22,1
57,29,1
57,45,1
57,49,1
57,61,1
57,63,1
57,65,1
57,66,1
57,67,1
57,70,1
57,91,1
58,33,1
58,46,1
58,50,1
58,53,1
58,56,1
58,61,1
58,64,1
58,65,1
58,67,1
58,68,1
58,70,1
58,71,1
58,72,1
58,79,1
59,8,1
59,15,1
59,26,1
59,44,1
59,50,1
59,51,1
59,60,1
59,65,1
59,66,1
59,67,1
59,71,1
59,78,1
59,94,1
60,38,1
60,50,1
60,52,1
60,53,1
60,54,1
60,55,1
60,59,1
60,65,1
60,67,1
60,70,1
60,72,1
60,91,1
61,51,1
61,52,1
61,53,1
61,54,1
61,57,1
61,58,1
61,62,1
61,64,1
61,67,1
61,70,1
62,27,1
62,45,1
62,50,1
62,51,1
62,56,1
62,61,1
62,63,1
62,64,1
62,65,1
62,72,1
62,87,1
63,36,1
63,49,1
63,50,1
63,51,1
63,52,1
63,53,1
63,57,1
63,62,1
63,66,1
63,68,1
63,69,1
63,70,1
63,71,1
64,36,1
64,50,1
64,51,1
64,52,1
64,53,1
64,55,1
64,56,1
64,58,1
64,61,1
64,62,1
64,66,1
64,67,1
64,68,1
64,71,1
64,85,1
65,12,1
65,51,1
65,52,1
65,53,1
65,54,1
65,56,1
65,57,1
65,58,1
65,59,1
65,60,1
65,62,1
65,66,1
65,67,1
65,68,1
65,69,1
65,71,1
65,72,1
65,75,1
65,84,1
65,88,1
66,9,1
66,24,1
66,33,1
66,50,1
66,51,1
66,52,1
66,53,1
66,55,1
66,57,1
66,59,1
66,63,1
66,64,1
66,65,1
66,68,1
66,70,1
66,75,1
67,24,1
67,41,1
67,45,1
67,50,1
67,52,1
67,54,1
67,57,1
67,58,1
67,59,1
67,60,1
67,61,1
67,64,1
67,65,1
67,68,1
67,69,1
67,71,1
68,13,1
68,37,1
68,41,1
68,49,1
68,51,1
68,52,1
68,54,1
68,56,1
68,58,1
68,63,1
68,64,1
68,65,1
68,66,1
68,67,1
68,69,1
68,70,1
68,71,1
68,72,1
68,74,1
69,10,1
69,13,1
69,36,1
69,38,1
69,49,1
69,51,1
69,54,1
69,55,1
69,56,1
69,63,1
69,65,1
69,67,1
69,68,1
69,70,1
69,71,1
69,72,1
70,7,1
70,12,1
70,15,1
70,25,1
70,31,1
70,49,1
70,53,1
70,54,1
70,56,1
70,57,1
70,58,1
70,60,1
70,61,1
70,63,1
70,66,1
70,68,1
70,69,1
70,72,1
70,76,1
70,83,1
70,87,1
71,18,1
71,27,1
71,36,1
71,37,1
71,53,1
71,56,1
71,58,1
71,59,1
71,63,1
71,64,1
71,65,1
71,67,1
71,68,1
71,69,1
71,82,1
71,85,1
72,42,1
72,46,1
72,50,1
72,51,1
72,54,1
72,55,1
72,56,1
72,58,1
72,60,1
72,62,1
72,65,1
72,68,1
72,69,1
72,70,1
72,73,1
72,82,1
72,84,1
73,23,1
73,39,1
73,44,1
73,49,1
73,72,1
73,75,1
73,79,1
73,80,1
73,82,1
73,83,1
73,84,1
73,85,1
73,86,1
73,87,1
73,90,1
73,92,1
73,93,1
73,94,1
73,95,1
74,8,1
74,17,1
74,24,1
74,27,1
74,30,1
74,36,1
74,47,1
74,68,1
74,75,1
74,78,1
74,79,1
74,80,1
74,88,1
74,91,1
74,94,1
74,95,1
75,4,1
75,26,1
75,40,1
75,50,1
75,55,1
75,56,1
75,65,1
75,66,1
75,73,1
75,74,1
75,76,1
75,77,1
75,78,1
75,80,1
75,81,1
75,84,1
75,86,1
75,88,1
75,90,1
75,91,1
75,92,1
75,93,1
76,9,1
76,20,1
76,34,1
76,70,1
76,75,1
76,79,1
76,80,1
76,81,1
76,82,1
76,83,1
76,86,1
76,87,1
76,92,1
76,93,1
76,95,1
76,96,1
77,40,1
77,75,1
77,78,1
77,79,1
77,81,1
77,82,1
77,83,1
77,94,1
77,96,1
78,9,1
78,21,1
78,35,1
78,48,1
78,49,1
78,59,1
78,74,1
78,75,1
78,77,1
78,79,1
78,84,1
78,85,1
78,87,1
78,91,1
78,93,1
78,94,1
79,8,1
79,12,1
79,13,1
79,58,1
79,73,1
79,74,1
79,76,1
79,77,1
79,78,1
79,80,1
79,83,1
79,85,1
79,87,1
79,90,1
80,24,1
80,45,1
80,73,1
80,74,1
80,75,1
80,76,1
80,79,1
80,81,1
80,88,1
80,92,1
80,93,1
81,3,1
81,8,1
81,75,1
81,76,1
81,77,1
81,80,1
81,82,1
81,83,1
81,88,1
81,91,1
81,92,1
81,95,1
82,19,1
82,71,1
82,72,1
82,73,1
82,76,1
82,77,1
82,81,1
82,90,1
82,92,1
82,95,1
83,13,1
83,70,1
83,73,1
83,76,1
83,77,1
83,79,1
83,81,1
83,84,1
83,85,1
83,87,1
83,89,1
83,91,1
83,92,1
83,93,1
83,95,1
83,96,1
84,17,1
84,20,1
84,21,1
84,55,1
84,65,1
84,72,1
84,73,1
84,75,1
84,78,1
84,83,1
84,88,1
84,92,1
85,34,1
85,64,1
85,71,1
85,73,1
85,78,1
85,79,1
85,83,1
85,86,1
85,87,1
86,12,1
86,23,1
86,27,1
86,29,1
86,30,1
86,31,1
86,73,1
86,75,1
86,76,1
86,85,1
86,87,1
86,91,1
86,93,1
87,33,1
87,34,1
87,36,1
87,44,1
87,62,1
87,70,1
87,73,1
87,76,1
87,78,1
87,79,1
87,83,1
87,85,1
87,86,1
87,88,1
87,89,1
87,90,1
87,92,1
87,93,1
87,94,1
87,95,1
88,65,1
88,74,1
88,75,1
88,80,1
88,81,1
88,84,1
88,87,1
88,90,1
88,91,1
88,95,1
89,27,1
89,37,1
89,43,1
89,83,1
89,87,1
89,93,1
89,94,1
90,11,1
90,22,1
90,27,1
90,55,1
90,73,1
90,75,1
90,79,1
90,82,1
90,87,1
90,88,1
90,91,1
90,92,1
90,95,1
91,18,1
91,38,1
91,57,1
91,60,1
91,74,1
91,75,1
91,78,1
91,81,1
91,83,1
91,86,1
91,88,1
91,90,1
91,92,1
91,94,1
91,95,1
92,12,1
92,33,1
92,38,1
92,45,1
92,50,1
92,73,1
92,75,1
92,76,1
92,80,1
92,81,1
92,82,1
92,83,1
92,84,1
92,87,1
92,90,1
92,91,1
92,93,1
92,94,1
93,33,1
93,56,1
93,73,1
93,75,1
93,76,1
93,78,1
93,80,1
93,83,1
93,86,1
93,87,1
93,89,1
93,92,1
93,94,1
93,95,1
93,96,1
94,9,1
